province,year,month,year_month,dengue_cases,case_definition_standardised
PRACHUAP KHILIKHAN,2017,9,2017-09,11,Suspected and confirmed
PRACHUAP KHILIKHAN,2017,10,2017-10,12,Suspected and confirmed
PRACHUAP KHILIKHAN,2017,11,2017-11,13,Suspected and confirmed
PRACHUAP KHILIKHAN,2017,12,2017-12,16,Suspected and confirmed
PRACHUAP KHILIKHAN,2018,1,2018-01,13,Suspected and confirmed
PRACHUAP KHILIKHAN,2018,2,2018-02,19,Suspected and confirmed
PRACHUAP KHILIKHAN,2018,3,2018-03,16,Suspected and confirmed
PRACHUAP KHILIKHAN,2018,4,2018-04,17,Suspected and confirmed
PRACHUAP KHILIKHAN,2018,5,2018-05,24,Suspected and confirmed
PRACHUAP KHILIKHAN,2018,6,2018-06,22,Suspected and confirmed
PRACHUAP KHILIKHAN,2018,7,2018-07,29,Suspected and confirmed
PRACHUAP KHILIKHAN,2018,8,2018-08,30,Suspected and confirmed
PRACHUAP KHILIKHAN,2018,9,2018-09,13,Suspected and confirmed
PRACHUAP KHILIKHAN,2018,10,2018-10,13,Suspected and confirmed
PRACHUAP KHILIKHAN,2018,11,2018-11,15,Suspected and confirmed
PRACHUAP KHILIKHAN,2018,12,2018-12,19,Suspected and confirmed
PRACHUAP KHILIKHAN,2019,1,2019-01,16,Suspected and confirmed
PRACHUAP KHILIKHAN,2019,2,2019-02,21,Suspected and confirmed
PRACHUAP KHILIKHAN,2019,3,2019-03,21,Suspected and confirmed
PRACHUAP KHILIKHAN,2019,4,2019-04,21,Suspected and confirmed
PRACHUAP KHILIKHAN,2019,5,2019-05,27,Suspected and confirmed
PRACHUAP KHILIKHAN,2019,6,2019-06,48,Suspected and confirmed
PRACHUAP KHILIKHAN,2019,7,2019-07,40,Suspected and confirmed
PRACHUAP KHILIKHAN,2019,8,2019-08,16,Suspected and confirmed
PRACHUAP KHILIKHAN,2019,9,2019-09,15,Suspected and confirmed
PRACHUAP KHILIKHAN,2019,10,2019-10,12,Suspected and confirmed
PRACHUAP KHILIKHAN,2019,11,2019-11,22,Suspected and confirmed
PRACHUAP KHILIKHAN,2019,12,2019-12,16,Suspected and confirmed
PRACHUAP KHILIKHAN,2020,1,2020-01,3,Suspected and confirmed
PRACHUAP KHILIKHAN,2020,2,2020-02,2,Suspected and confirmed
PRACHUAP KHILIKHAN,2020,3,2020-03,12,Suspected and confirmed
PRACHUAP KHILIKHAN,2020,4,2020-04,4,Suspected and confirmed
PRACHUAP KHILIKHAN,2020,5,2020-05,2,Suspected and confirmed
PRACHUAP KHILIKHAN,2020,6,2020-06,7,Suspected and confirmed
PRACHUAP KHILIKHAN,2020,7,2020-07,16,Suspected and confirmed
PRACHUAP KHILIKHAN,2020,8,2020-08,12,Suspected and confirmed
PRACHUAP KHILIKHAN,2020,9,2020-09,8,Suspected and confirmed
PRACHUAP KHILIKHAN,2020,10,2020-10,11,Suspected and confirmed
PRACHUAP KHILIKHAN,2020,11,2020-11,9,Suspected and confirmed
PRACHUAP KHILIKHAN,2020,12,2020-12,10,Suspected and confirmed
PRACHUAP KHILIKHAN,2021,1,2021-01,2,Suspected and confirmed
PRACHUAP KHILIKHAN,2021,2,2021-02,2,Suspected and confirmed
PRACHUAP KHILIKHAN,2021,3,2021-03,6,Suspected and confirmed
PRACHUAP KHILIKHAN,2021,4,2021-04,6,Suspected and confirmed
PRACHUAP KHILIKHAN,2021,5,2021-05,4,Suspected and confirmed
PRACHUAP KHILIKHAN,2021,6,2021-06,6,Suspected and confirmed
PRACHUAP KHILIKHAN,2021,7,2021-07,3,Suspected and confirmed
PRACHUAP KHILIKHAN,2021,8,2021-08,2,Suspected and confirmed
PRACHUAP KHILIKHAN,2021,9,2021-09,6,Suspected and confirmed
PRACHUAP KHILIKHAN,2021,10,2021-10,6,Suspected and confirmed
PRACHUAP KHILIKHAN,2021,11,2021-11,4,Suspected and confirmed
PRACHUAP KHILIKHAN,2021,12,2021-12,4,Suspected and confirmed
PRACHUAP KHILIKHAN,2022,1,2022-01,2,Suspected and confirmed
PRACHUAP KHILIKHAN,2022,2,2022-02,0,Suspected and confirmed
PRACHUAP KHILIKHAN,2022,3,2022-03,5,Suspected and confirmed
PRACHUAP KHILIKHAN,2022,4,2022-04,4,Suspected and confirmed
PRACHUAP KHILIKHAN,2022,5,2022-05,9,Suspected and confirmed
PRACHUAP KHILIKHAN,2022,6,2022-06,28,Suspected and confirmed
PRACHUAP KHILIKHAN,2022,7,2022-07,21,Suspected and confirmed
PRACHUAP KHILIKHAN,2022,8,2022-08,12,Suspected and confirmed
PRACHUAP KHILIKHAN,2022,9,2022-09,12,Suspected and confirmed
PRACHUAP KHILIKHAN,2022,10,2022-10,14,Suspected and confirmed
PRACHUAP KHILIKHAN,2022,11,2022-11,9,Suspected and confirmed
PRACHUAP KHILIKHAN,2022,12,2022-12,12,Suspected and confirmed
RANONG,2015,1,2015-01,17,Suspected and confirmed
RANONG,2015,2,2015-02,11,Suspected and confirmed
RANONG,2015,3,2015-03,9,Suspected and confirmed
RANONG,2015,4,2015-04,11,Suspected and confirmed
RANONG,2015,5,2015-05,13,Suspected and confirmed
RANONG,2015,6,2015-06,47,Suspected and confirmed
RANONG,2015,7,2015-07,41,Suspected and confirmed
RANONG,2015,8,2015-08,26,Suspected and confirmed
RANONG,2015,9,2015-09,15,Suspected and confirmed
RANONG,2015,10,2015-10,12,Suspected and confirmed
RANONG,2015,11,2015-11,21,Suspected and confirmed
RANONG,2015,12,2015-12,15,Suspected and confirmed
RANONG,2016,1,2016-01,13,Suspected and confirmed
RANONG,2016,2,2016-02,12,Suspected and confirmed
RANONG,2016,3,2016-03,4,Suspected and confirmed
RANONG,2016,4,2016-04,5,Suspected and confirmed
RANONG,2016,5,2016-05,7,Suspected and confirmed
RANONG,2016,6,2016-06,9,Suspected and confirmed
RANONG,2016,7,2016-07,16,Suspected and confirmed
RANONG,2016,8,2016-08,16,Suspected and confirmed
RANONG,2016,9,2016-09,5,Suspected and confirmed
RANONG,2016,10,2016-10,9,Suspected and confirmed
RANONG,2016,11,2016-11,8,Suspected and confirmed
RANONG,2016,12,2016-12,6,Suspected and confirmed
RANONG,2017,1,2017-01,9,Suspected and confirmed
RANONG,2017,2,2017-02,10,Suspected and confirmed
RANONG,2017,3,2017-03,17,Suspected and confirmed
RANONG,2017,4,2017-04,20,Suspected and confirmed
RANONG,2017,5,2017-05,25,Suspected and confirmed
RANONG,2017,6,2017-06,25,Suspected and confirmed
RANONG,2017,7,2017-07,12,Suspected and confirmed
RANONG,2017,8,2017-08,11,Suspected and confirmed
RANONG,2017,9,2017-09,11,Suspected and confirmed
RANONG,2017,10,2017-10,7,Suspected and confirmed
RANONG,2017,11,2017-11,13,Suspected and confirmed
RANONG,2017,12,2017-12,6,Suspected and confirmed
RANONG,2018,1,2018-01,7,Suspected and confirmed
RANONG,2018,2,2018-02,9,Suspected and confirmed
RANONG,2018,3,2018-03,20,Suspected and confirmed
RANONG,2018,4,2018-04,19,Suspected and confirmed
RANONG,2018,5,2018-05,28,Suspected and confirmed
RANONG,2018,6,2018-06,37,Suspected and confirmed
RANONG,2018,7,2018-07,10,Suspected and confirmed
RANONG,2018,8,2018-08,13,Suspected and confirmed
RANONG,2018,9,2018-09,9,Suspected and confirmed
RANONG,2018,10,2018-10,4,Suspected and confirmed
RANONG,2018,11,2018-11,7,Suspected and confirmed
RANONG,2018,12,2018-12,8,Suspected and confirmed
RANONG,2019,1,2019-01,17,Suspected and confirmed
RANONG,2019,2,2019-02,12,Suspected and confirmed
RANONG,2019,3,2019-03,13,Suspected and confirmed
RANONG,2019,4,2019-04,9,Suspected and confirmed
RANONG,2019,5,2019-05,33,Suspected and confirmed
RANONG,2019,6,2019-06,32,Suspected and confirmed
RANONG,2019,7,2019-07,34,Suspected and confirmed
RANONG,2019,8,2019-08,8,Suspected and confirmed
RANONG,2019,9,2019-09,3,Suspected and confirmed
RANONG,2019,10,2019-10,4,Suspected and confirmed
RANONG,2019,11,2019-11,2,Suspected and confirmed
RANONG,2019,12,2019-12,6,Suspected and confirmed
RANONG,2020,1,2020-01,4,Suspected and confirmed
RANONG,2020,2,2020-02,5,Suspected and confirmed
RANONG,2020,3,2020-03,6,Suspected and confirmed
RANONG,2020,4,2020-04,11,Suspected and confirmed
RANONG,2020,5,2020-05,24,Suspected and confirmed
RANONG,2020,6,2020-06,17,Suspected and confirmed
RANONG,2020,7,2020-07,12,Suspected and confirmed
RANONG,2020,8,2020-08,15,Suspected and confirmed
RANONG,2020,9,2020-09,10,Suspected and confirmed
RANONG,2020,10,2020-10,8,Suspected and confirmed
RANONG,2020,11,2020-11,7,Suspected and confirmed
RANONG,2020,12,2020-12,5,Suspected and confirmed
RANONG,2021,1,2021-01,19,Suspected and confirmed
RANONG,2021,2,2021-02,9,Suspected and confirmed
RANONG,2021,3,2021-03,6,Suspected and confirmed
RANONG,2021,4,2021-04,2,Suspected and confirmed
RANONG,2021,5,2021-05,11,Suspected and confirmed
RANONG,2021,6,2021-06,21,Suspected and confirmed
RANONG,2021,7,2021-07,8,Suspected and confirmed
RANONG,2021,8,2021-08,14,Suspected and confirmed
RANONG,2021,9,2021-09,0,Suspected and confirmed
RANONG,2021,10,2021-10,0,Suspected and confirmed
RANONG,2021,11,2021-11,0,Suspected and confirmed
RANONG,2021,12,2021-12,0,Suspected and confirmed
RANONG,2022,1,2022-01,4,Suspected and confirmed
RANONG,2022,2,2022-02,3,Suspected and confirmed
RANONG,2022,3,2022-03,4,Suspected and confirmed
RANONG,2022,4,2022-04,9,Suspected and confirmed
RANONG,2022,5,2022-05,8,Suspected and confirmed
RANONG,2022,6,2022-06,8,Suspected and confirmed
RANONG,2022,7,2022-07,14,Suspected and confirmed
RANONG,2022,8,2022-08,11,Suspected and confirmed
RANONG,2022,9,2022-09,18,Suspected and confirmed
RANONG,2022,10,2022-10,12,Suspected and confirmed
RANONG,2022,11,2022-11,18,Suspected and confirmed
RANONG,2022,12,2022-12,35,Suspected and confirmed
RATCHABURI,2015,1,2015-01,53,Suspected and confirmed
RATCHABURI,2015,2,2015-02,60,Suspected and confirmed
RATCHABURI,2015,3,2015-03,147,Suspected and confirmed
RATCHABURI,2015,4,2015-04,138,Suspected and confirmed
RATCHABURI,2015,5,2015-05,198,Suspected and confirmed
RATCHABURI,2015,6,2015-06,308,Suspected and confirmed
RATCHABURI,2015,7,2015-07,520,Suspected and confirmed
RATCHABURI,2015,8,2015-08,593,Suspected and confirmed
RATCHABURI,2015,9,2015-09,514,Suspected and confirmed
RATCHABURI,2015,10,2015-10,232,Suspected and confirmed
RATCHABURI,2015,11,2015-11,195,Suspected and confirmed
RATCHABURI,2015,12,2015-12,34,Suspected and confirmed
RATCHABURI,2016,1,2016-01,50,Suspected and confirmed
RATCHABURI,2016,2,2016-02,41,Suspected and confirmed
RATCHABURI,2016,3,2016-03,23,Suspected and confirmed
RATCHABURI,2016,4,2016-04,13,Suspected and confirmed
RATCHABURI,2016,5,2016-05,2,Suspected and confirmed
RATCHABURI,2016,6,2016-06,10,Suspected and confirmed
RATCHABURI,2016,7,2016-07,29,Suspected and confirmed
RATCHABURI,2016,8,2016-08,35,Suspected and confirmed
RATCHABURI,2016,9,2016-09,39,Suspected and confirmed
RATCHABURI,2016,10,2016-10,14,Suspected and confirmed
RATCHABURI,2016,11,2016-11,5,Suspected and confirmed
RATCHABURI,2016,12,2016-12,3,Suspected and confirmed
RATCHABURI,2017,1,2017-01,10,Suspected and confirmed
RATCHABURI,2017,2,2017-02,3,Suspected and confirmed
RATCHABURI,2017,3,2017-03,6,Suspected and confirmed
RATCHABURI,2017,4,2017-04,5,Suspected and confirmed
RATCHABURI,2017,5,2017-05,7,Suspected and confirmed
RATCHABURI,2017,6,2017-06,22,Suspected and confirmed
RATCHABURI,2017,7,2017-07,47,Suspected and confirmed
RATCHABURI,2017,8,2017-08,66,Suspected and confirmed
RATCHABURI,2017,9,2017-09,65,Suspected and confirmed
RATCHABURI,2017,10,2017-10,49,Suspected and confirmed
RATCHABURI,2017,11,2017-11,55,Suspected and confirmed
RATCHABURI,2017,12,2017-12,55,Suspected and confirmed
RATCHABURI,2018,1,2018-01,51,Suspected and confirmed
RATCHABURI,2018,2,2018-02,49,Suspected and confirmed
RATCHABURI,2018,3,2018-03,62,Suspected and confirmed
RATCHABURI,2018,4,2018-04,42,Suspected and confirmed
RATCHABURI,2018,5,2018-05,53,Suspected and confirmed
RATCHABURI,2018,6,2018-06,144,Suspected and confirmed
RATCHABURI,2018,7,2018-07,160,Suspected and confirmed
RATCHABURI,2018,8,2018-08,133,Suspected and confirmed
RATCHABURI,2018,9,2018-09,113,Suspected and confirmed
RATCHABURI,2018,10,2018-10,134,Suspected and confirmed
RATCHABURI,2018,11,2018-11,126,Suspected and confirmed
RATCHABURI,2018,12,2018-12,119,Suspected and confirmed
RATCHABURI,2019,1,2019-01,144,Suspected and confirmed
RATCHABURI,2019,2,2019-02,90,Suspected and confirmed
RATCHABURI,2019,3,2019-03,111,Suspected and confirmed
RATCHABURI,2019,4,2019-04,44,Suspected and confirmed
RATCHABURI,2019,5,2019-05,41,Suspected and confirmed
RATCHABURI,2019,6,2019-06,86,Suspected and confirmed
RATCHABURI,2019,7,2019-07,137,Suspected and confirmed
RATCHABURI,2019,8,2019-08,166,Suspected and confirmed
RATCHABURI,2019,9,2019-09,173,Suspected and confirmed
RATCHABURI,2019,10,2019-10,173,Suspected and confirmed
RATCHABURI,2019,11,2019-11,145,Suspected and confirmed
RATCHABURI,2019,12,2019-12,83,Suspected and confirmed
RATCHABURI,2020,1,2020-01,90,Suspected and confirmed
RATCHABURI,2020,2,2020-02,50,Suspected and confirmed
RATCHABURI,2020,3,2020-03,24,Suspected and confirmed
RATCHABURI,2020,4,2020-04,30,Suspected and confirmed
RATCHABURI,2020,5,2020-05,44,Suspected and confirmed
RATCHABURI,2020,6,2020-06,61,Suspected and confirmed
RATCHABURI,2020,7,2020-07,95,Suspected and confirmed
RATCHABURI,2020,8,2020-08,71,Suspected and confirmed
RATCHABURI,2020,9,2020-09,66,Suspected and confirmed
RATCHABURI,2020,10,2020-10,47,Suspected and confirmed
RATCHABURI,2020,11,2020-11,33,Suspected and confirmed
RATCHABURI,2020,12,2020-12,22,Suspected and confirmed
RATCHABURI,2021,1,2021-01,17,Suspected and confirmed
RATCHABURI,2021,2,2021-02,20,Suspected and confirmed
RATCHABURI,2021,3,2021-03,13,Suspected and confirmed
RATCHABURI,2021,4,2021-04,7,Suspected and confirmed
RATCHABURI,2021,5,2021-05,22,Suspected and confirmed
RATCHABURI,2021,6,2021-06,35,Suspected and confirmed
RATCHABURI,2021,7,2021-07,20,Suspected and confirmed
RATCHABURI,2021,8,2021-08,20,Suspected and confirmed
RATCHABURI,2021,9,2021-09,21,Suspected and confirmed
RATCHABURI,2021,10,2021-10,23,Suspected and confirmed
RATCHABURI,2021,11,2021-11,21,Suspected and confirmed
RATCHABURI,2021,12,2021-12,17,Suspected and confirmed
RATCHABURI,2022,1,2022-01,28,Suspected and confirmed
RATCHABURI,2022,2,2022-02,12,Suspected and confirmed
RATCHABURI,2022,3,2022-03,25,Suspected and confirmed
RATCHABURI,2022,4,2022-04,22,Suspected and confirmed
RATCHABURI,2022,5,2022-05,31,Suspected and confirmed
RATCHABURI,2022,6,2022-06,40,Suspected and confirmed
RATCHABURI,2022,7,2022-07,52,Suspected and confirmed
RATCHABURI,2022,8,2022-08,96,Suspected and confirmed
RATCHABURI,2022,9,2022-09,122,Suspected and confirmed
RATCHABURI,2022,10,2022-10,88,Suspected and confirmed
RATCHABURI,2022,11,2022-11,85,Suspected and confirmed
RATCHABURI,2022,12,2022-12,65,Suspected and confirmed
RAYONG,2015,1,2015-01,72,Suspected and confirmed
RAYONG,2015,2,2015-02,31,Suspected and confirmed
RAYONG,2015,3,2015-03,76,Suspected and confirmed
RAYONG,2015,4,2015-04,114,Suspected and confirmed
RAYONG,2015,5,2015-05,201,Suspected and confirmed
RAYONG,2015,6,2015-06,317,Suspected and confirmed
RAYONG,2015,7,2015-07,342,Suspected and confirmed
RAYONG,2015,8,2015-08,270,Suspected and confirmed
RAYONG,2015,9,2015-09,220,Suspected and confirmed
RAYONG,2015,10,2015-10,193,Suspected and confirmed
RAYONG,2015,11,2015-11,212,Suspected and confirmed
RAYONG,2015,12,2015-12,97,Suspected and confirmed
RAYONG,2016,1,2016-01,59,Suspected and confirmed
RAYONG,2016,2,2016-02,45,Suspected and confirmed
RAYONG,2016,3,2016-03,41,Suspected and confirmed
RAYONG,2016,4,2016-04,33,Suspected and confirmed
RAYONG,2016,5,2016-05,23,Suspected and confirmed
RAYONG,2016,6,2016-06,32,Suspected and confirmed
RAYONG,2016,7,2016-07,78,Suspected and confirmed
RAYONG,2016,8,2016-08,68,Suspected and confirmed
RAYONG,2016,9,2016-09,31,Suspected and confirmed
RAYONG,2016,10,2016-10,40,Suspected and confirmed
RAYONG,2016,11,2016-11,23,Suspected and confirmed
RAYONG,2016,12,2016-12,7,Suspected and confirmed
RAYONG,2017,1,2017-01,11,Suspected and confirmed
RAYONG,2017,2,2017-02,11,Suspected and confirmed
RAYONG,2017,3,2017-03,8,Suspected and confirmed
RAYONG,2017,4,2017-04,27,Suspected and confirmed
RAYONG,2017,5,2017-05,39,Suspected and confirmed
RAYONG,2017,6,2017-06,39,Suspected and confirmed
RAYONG,2017,7,2017-07,55,Suspected and confirmed
RAYONG,2017,8,2017-08,47,Suspected and confirmed
RAYONG,2017,9,2017-09,22,Suspected and confirmed
RAYONG,2017,10,2017-10,13,Suspected and confirmed
RAYONG,2017,11,2017-11,32,Suspected and confirmed
RAYONG,2017,12,2017-12,43,Suspected and confirmed
RAYONG,2018,1,2018-01,24,Suspected and confirmed
RAYONG,2018,2,2018-02,9,Suspected and confirmed
RAYONG,2018,3,2018-03,37,Suspected and confirmed
RAYONG,2018,4,2018-04,45,Suspected and confirmed
RAYONG,2018,5,2018-05,114,Suspected and confirmed
RAYONG,2018,6,2018-06,136,Suspected and confirmed
RAYONG,2018,7,2018-07,119,Suspected and confirmed
RAYONG,2018,8,2018-08,150,Suspected and confirmed
RAYONG,2018,9,2018-09,70,Suspected and confirmed
RAYONG,2018,10,2018-10,95,Suspected and confirmed
RAYONG,2018,11,2018-11,105,Suspected and confirmed
RAYONG,2018,12,2018-12,74,Suspected and confirmed
RAYONG,2019,1,2019-01,67,Suspected and confirmed
RAYONG,2019,2,2019-02,45,Suspected and confirmed
RAYONG,2019,3,2019-03,50,Suspected and confirmed
RAYONG,2019,4,2019-04,68,Suspected and confirmed
RAYONG,2019,5,2019-05,85,Suspected and confirmed
RAYONG,2019,6,2019-06,242,Suspected and confirmed
RAYONG,2019,7,2019-07,377,Suspected and confirmed
RAYONG,2019,8,2019-08,251,Suspected and confirmed
RAYONG,2019,9,2019-09,164,Suspected and confirmed
RAYONG,2019,10,2019-10,151,Suspected and confirmed
RAYONG,2019,11,2019-11,198,Suspected and confirmed
RAYONG,2019,12,2019-12,101,Suspected and confirmed
RAYONG,2020,1,2020-01,75,Suspected and confirmed
RAYONG,2020,2,2020-02,67,Suspected and confirmed
RAYONG,2020,3,2020-03,56,Suspected and confirmed
RAYONG,2020,4,2020-04,76,Suspected and confirmed
RAYONG,2020,5,2020-05,177,Suspected and confirmed
RAYONG,2020,6,2020-06,270,Suspected and confirmed
RAYONG,2020,7,2020-07,369,Suspected and confirmed
RAYONG,2020,8,2020-08,362,Suspected and confirmed
RAYONG,2020,9,2020-09,144,Suspected and confirmed
RAYONG,2020,10,2020-10,84,Suspected and confirmed
RAYONG,2020,11,2020-11,69,Suspected and confirmed
RAYONG,2020,12,2020-12,51,Suspected and confirmed
RAYONG,2021,1,2021-01,10,Suspected and confirmed
RAYONG,2021,2,2021-02,14,Suspected and confirmed
RAYONG,2021,3,2021-03,12,Suspected and confirmed
RAYONG,2021,4,2021-04,11,Suspected and confirmed
RAYONG,2021,5,2021-05,20,Suspected and confirmed
RAYONG,2021,6,2021-06,16,Suspected and confirmed
RAYONG,2021,7,2021-07,10,Suspected and confirmed
RAYONG,2021,8,2021-08,4,Suspected and confirmed
RAYONG,2021,9,2021-09,2,Suspected and confirmed
RAYONG,2021,10,2021-10,6,Suspected and confirmed
RAYONG,2021,11,2021-11,7,Suspected and confirmed
RAYONG,2021,12,2021-12,1,Suspected and confirmed
RAYONG,2022,1,2022-01,4,Suspected and confirmed
RAYONG,2022,2,2022-02,1,Suspected and confirmed
RAYONG,2022,3,2022-03,6,Suspected and confirmed
RAYONG,2022,4,2022-04,5,Suspected and confirmed
RAYONG,2022,5,2022-05,20,Suspected and confirmed
RAYONG,2022,6,2022-06,45,Suspected and confirmed
RAYONG,2022,7,2022-07,60,Suspected and confirmed
RAYONG,2022,8,2022-08,80,Suspected and confirmed
RAYONG,2022,9,2022-09,64,Suspected and confirmed
RAYONG,2022,10,2022-10,109,Suspected and confirmed
RAYONG,2022,11,2022-11,109,Suspected and confirmed
RAYONG,2022,12,2022-12,114,Suspected and confirmed
ROI ET,2015,1,2015-01,10,Suspected and confirmed
ROI ET,2015,2,2015-02,4,Suspected and confirmed
ROI ET,2015,3,2015-03,13,Suspected and confirmed
ROI ET,2015,4,2015-04,32,Suspected and confirmed
ROI ET,2015,5,2015-05,99,Suspected and confirmed
ROI ET,2015,6,2015-06,146,Suspected and confirmed
ROI ET,2015,7,2015-07,172,Suspected and confirmed
ROI ET,2015,8,2015-08,207,Suspected and confirmed
ROI ET,2015,9,2015-09,201,Suspected and confirmed
ROI ET,2015,10,2015-10,121,Suspected and confirmed
ROI ET,2015,11,2015-11,133,Suspected and confirmed
ROI ET,2015,12,2015-12,80,Suspected and confirmed
ROI ET,2016,1,2016-01,76,Suspected and confirmed
ROI ET,2016,2,2016-02,64,Suspected and confirmed
ROI ET,2016,3,2016-03,75,Suspected and confirmed
ROI ET,2016,4,2016-04,31,Suspected and confirmed
ROI ET,2016,5,2016-05,15,Suspected and confirmed
ROI ET,2016,6,2016-06,61,Suspected and confirmed
ROI ET,2016,7,2016-07,111,Suspected and confirmed
ROI ET,2016,8,2016-08,137,Suspected and confirmed
ROI ET,2016,9,2016-09,106,Suspected and confirmed
ROI ET,2016,10,2016-10,78,Suspected and confirmed
ROI ET,2016,11,2016-11,32,Suspected and confirmed
ROI ET,2016,12,2016-12,12,Suspected and confirmed
ROI ET,2017,1,2017-01,9,Suspected and confirmed
ROI ET,2017,2,2017-02,7,Suspected and confirmed
ROI ET,2017,3,2017-03,8,Suspected and confirmed
ROI ET,2017,4,2017-04,15,Suspected and confirmed
ROI ET,2017,5,2017-05,26,Suspected and confirmed
ROI ET,2017,6,2017-06,115,Suspected and confirmed
ROI ET,2017,7,2017-07,89,Suspected and confirmed
ROI ET,2017,8,2017-08,74,Suspected and confirmed
ROI ET,2017,9,2017-09,29,Suspected and confirmed
ROI ET,2017,10,2017-10,11,Suspected and confirmed
ROI ET,2017,11,2017-11,4,Suspected and confirmed
ROI ET,2017,12,2017-12,3,Suspected and confirmed
ROI ET,2018,1,2018-01,3,Suspected and confirmed
ROI ET,2018,2,2018-02,4,Suspected and confirmed
ROI ET,2018,3,2018-03,5,Suspected and confirmed
ROI ET,2018,4,2018-04,12,Suspected and confirmed
ROI ET,2018,5,2018-05,111,Suspected and confirmed
ROI ET,2018,6,2018-06,236,Suspected and confirmed
ROI ET,2018,7,2018-07,169,Suspected and confirmed
ROI ET,2018,8,2018-08,160,Suspected and confirmed
ROI ET,2018,9,2018-09,81,Suspected and confirmed
ROI ET,2018,10,2018-10,24,Suspected and confirmed
ROI ET,2018,11,2018-11,30,Suspected and confirmed
ROI ET,2018,12,2018-12,33,Suspected and confirmed
ROI ET,2019,1,2019-01,32,Suspected and confirmed
ROI ET,2019,2,2019-02,51,Suspected and confirmed
ROI ET,2019,3,2019-03,51,Suspected and confirmed
ROI ET,2019,4,2019-04,55,Suspected and confirmed
ROI ET,2019,5,2019-05,164,Suspected and confirmed
ROI ET,2019,6,2019-06,482,Suspected and confirmed
ROI ET,2019,7,2019-07,507,Suspected and confirmed
ROI ET,2019,8,2019-08,325,Suspected and confirmed
ROI ET,2019,9,2019-09,234,Suspected and confirmed
ROI ET,2019,10,2019-10,151,Suspected and confirmed
ROI ET,2019,11,2019-11,85,Suspected and confirmed
ROI ET,2019,12,2019-12,31,Suspected and confirmed
ROI ET,2020,1,2020-01,33,Suspected and confirmed
ROI ET,2020,2,2020-02,22,Suspected and confirmed
ROI ET,2020,3,2020-03,35,Suspected and confirmed
ROI ET,2020,4,2020-04,75,Suspected and confirmed
