province,year,month,year_month,dengue_cases,case_definition_standardised
PHICHIT,2021,10,2021-10,2,Suspected and confirmed
PHICHIT,2021,11,2021-11,1,Suspected and confirmed
PHICHIT,2021,12,2021-12,0,Suspected and confirmed
PHICHIT,2022,1,2022-01,2,Suspected and confirmed
PHICHIT,2022,2,2022-02,3,Suspected and confirmed
PHICHIT,2022,3,2022-03,5,Suspected and confirmed
PHICHIT,2022,4,2022-04,7,Suspected and confirmed
PHICHIT,2022,5,2022-05,2,Suspected and confirmed
PHICHIT,2022,6,2022-06,11,Suspected and confirmed
PHICHIT,2022,7,2022-07,19,Suspected and confirmed
PHICHIT,2022,8,2022-08,6,Suspected and confirmed
PHICHIT,2022,9,2022-09,15,Suspected and confirmed
PHICHIT,2022,10,2022-10,16,Suspected and confirmed
PHICHIT,2022,11,2022-11,3,Suspected and confirmed
PHICHIT,2022,12,2022-12,4,Suspected and confirmed
PHITSANULOK,2015,1,2015-01,3,Suspected and confirmed
PHITSANULOK,2015,2,2015-02,1,Suspected and confirmed
PHITSANULOK,2015,3,2015-03,4,Suspected and confirmed
PHITSANULOK,2015,4,2015-04,5,Suspected and confirmed
PHITSANULOK,2015,5,2015-05,18,Suspected and confirmed
PHITSANULOK,2015,6,2015-06,64,Suspected and confirmed
PHITSANULOK,2015,7,2015-07,103,Suspected and confirmed
PHITSANULOK,2015,8,2015-08,165,Suspected and confirmed
PHITSANULOK,2015,9,2015-09,153,Suspected and confirmed
PHITSANULOK,2015,10,2015-10,83,Suspected and confirmed
PHITSANULOK,2015,11,2015-11,135,Suspected and confirmed
PHITSANULOK,2015,12,2015-12,102,Suspected and confirmed
PHITSANULOK,2016,1,2016-01,60,Suspected and confirmed
PHITSANULOK,2016,2,2016-02,37,Suspected and confirmed
PHITSANULOK,2016,3,2016-03,34,Suspected and confirmed
PHITSANULOK,2016,4,2016-04,15,Suspected and confirmed
PHITSANULOK,2016,5,2016-05,7,Suspected and confirmed
PHITSANULOK,2016,6,2016-06,32,Suspected and confirmed
PHITSANULOK,2016,7,2016-07,77,Suspected and confirmed
PHITSANULOK,2016,8,2016-08,49,Suspected and confirmed
PHITSANULOK,2016,9,2016-09,46,Suspected and confirmed
PHITSANULOK,2016,10,2016-10,22,Suspected and confirmed
PHITSANULOK,2016,11,2016-11,20,Suspected and confirmed
PHITSANULOK,2016,12,2016-12,6,Suspected and confirmed
PHITSANULOK,2017,1,2017-01,8,Suspected and confirmed
PHITSANULOK,2017,2,2017-02,3,Suspected and confirmed
PHITSANULOK,2017,3,2017-03,12,Suspected and confirmed
PHITSANULOK,2017,4,2017-04,17,Suspected and confirmed
PHITSANULOK,2017,5,2017-05,38,Suspected and confirmed
PHITSANULOK,2017,6,2017-06,65,Suspected and confirmed
PHITSANULOK,2017,7,2017-07,72,Suspected and confirmed
PHITSANULOK,2017,8,2017-08,74,Suspected and confirmed
PHITSANULOK,2017,9,2017-09,43,Suspected and confirmed
PHITSANULOK,2017,10,2017-10,19,Suspected and confirmed
PHITSANULOK,2017,11,2017-11,23,Suspected and confirmed
PHITSANULOK,2017,12,2017-12,14,Suspected and confirmed
PHITSANULOK,2018,1,2018-01,3,Suspected and confirmed
PHITSANULOK,2018,2,2018-02,6,Suspected and confirmed
PHITSANULOK,2018,3,2018-03,11,Suspected and confirmed
PHITSANULOK,2018,4,2018-04,36,Suspected and confirmed
PHITSANULOK,2018,5,2018-05,85,Suspected and confirmed
PHITSANULOK,2018,6,2018-06,175,Suspected and confirmed
PHITSANULOK,2018,7,2018-07,214,Suspected and confirmed
PHITSANULOK,2018,8,2018-08,170,Suspected and confirmed
PHITSANULOK,2018,9,2018-09,117,Suspected and confirmed
PHITSANULOK,2018,10,2018-10,64,Suspected and confirmed
PHITSANULOK,2018,11,2018-11,37,Suspected and confirmed
PHITSANULOK,2018,12,2018-12,12,Suspected and confirmed
PHITSANULOK,2019,1,2019-01,12,Suspected and confirmed
PHITSANULOK,2019,2,2019-02,14,Suspected and confirmed
PHITSANULOK,2019,3,2019-03,20,Suspected and confirmed
PHITSANULOK,2019,4,2019-04,14,Suspected and confirmed
PHITSANULOK,2019,5,2019-05,18,Suspected and confirmed
PHITSANULOK,2019,6,2019-06,42,Suspected and confirmed
PHITSANULOK,2019,7,2019-07,56,Suspected and confirmed
PHITSANULOK,2019,8,2019-08,87,Suspected and confirmed
PHITSANULOK,2019,9,2019-09,99,Suspected and confirmed
PHITSANULOK,2019,10,2019-10,62,Suspected and confirmed
PHITSANULOK,2019,11,2019-11,47,Suspected and confirmed
PHITSANULOK,2019,12,2019-12,15,Suspected and confirmed
PHITSANULOK,2020,1,2020-01,14,Suspected and confirmed
PHITSANULOK,2020,2,2020-02,22,Suspected and confirmed
PHITSANULOK,2020,3,2020-03,23,Suspected and confirmed
PHITSANULOK,2020,4,2020-04,38,Suspected and confirmed
PHITSANULOK,2020,5,2020-05,51,Suspected and confirmed
PHITSANULOK,2020,6,2020-06,57,Suspected and confirmed
PHITSANULOK,2020,7,2020-07,121,Suspected and confirmed
PHITSANULOK,2020,8,2020-08,150,Suspected and confirmed
PHITSANULOK,2020,9,2020-09,122,Suspected and confirmed
PHITSANULOK,2020,10,2020-10,32,Suspected and confirmed
PHITSANULOK,2020,11,2020-11,30,Suspected and confirmed
PHITSANULOK,2020,12,2020-12,17,Suspected and confirmed
PHITSANULOK,2021,1,2021-01,12,Suspected and confirmed
PHITSANULOK,2021,2,2021-02,2,Suspected and confirmed
PHITSANULOK,2021,3,2021-03,2,Suspected and confirmed
PHITSANULOK,2021,4,2021-04,6,Suspected and confirmed
PHITSANULOK,2021,5,2021-05,27,Suspected and confirmed
PHITSANULOK,2021,6,2021-06,15,Suspected and confirmed
PHITSANULOK,2021,7,2021-07,13,Suspected and confirmed
PHITSANULOK,2021,8,2021-08,20,Suspected and confirmed
PHITSANULOK,2021,9,2021-09,8,Suspected and confirmed
PHITSANULOK,2021,10,2021-10,9,Suspected and confirmed
PHITSANULOK,2021,11,2021-11,7,Suspected and confirmed
PHITSANULOK,2021,12,2021-12,2,Suspected and confirmed
PHITSANULOK,2022,1,2022-01,3,Suspected and confirmed
PHITSANULOK,2022,2,2022-02,5,Suspected and confirmed
PHITSANULOK,2022,3,2022-03,10,Suspected and confirmed
PHITSANULOK,2022,4,2022-04,2,Suspected and confirmed
PHITSANULOK,2022,5,2022-05,36,Suspected and confirmed
PHITSANULOK,2022,6,2022-06,75,Suspected and confirmed
PHITSANULOK,2022,7,2022-07,77,Suspected and confirmed
PHITSANULOK,2022,8,2022-08,71,Suspected and confirmed
PHITSANULOK,2022,9,2022-09,42,Suspected and confirmed
PHITSANULOK,2022,10,2022-10,15,Suspected and confirmed
PHITSANULOK,2022,11,2022-11,34,Suspected and confirmed
PHITSANULOK,2022,12,2022-12,25,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2015,1,2015-01,13,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2015,2,2015-02,6,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2015,3,2015-03,9,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2015,4,2015-04,10,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2015,5,2015-05,30,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2015,6,2015-06,49,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2015,7,2015-07,61,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2015,8,2015-08,76,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2015,9,2015-09,129,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2015,10,2015-10,158,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2015,11,2015-11,162,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2015,12,2015-12,48,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2016,1,2016-01,37,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2016,2,2016-02,39,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2016,3,2016-03,20,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2016,4,2016-04,18,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2016,5,2016-05,7,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2016,6,2016-06,14,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2016,7,2016-07,21,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2016,8,2016-08,43,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2016,9,2016-09,45,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2016,10,2016-10,30,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2016,11,2016-11,14,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2016,12,2016-12,6,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2017,1,2017-01,8,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2017,2,2017-02,7,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2017,3,2017-03,7,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2017,4,2017-04,11,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2017,5,2017-05,15,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2017,6,2017-06,21,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2017,7,2017-07,44,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2017,8,2017-08,33,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2017,9,2017-09,25,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2017,10,2017-10,15,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2017,11,2017-11,11,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2017,12,2017-12,7,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2018,1,2018-01,7,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2018,2,2018-02,6,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2018,3,2018-03,15,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2018,4,2018-04,5,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2018,5,2018-05,30,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2018,6,2018-06,63,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2018,7,2018-07,99,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2018,8,2018-08,82,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2018,9,2018-09,68,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2018,10,2018-10,47,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2018,11,2018-11,60,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2018,12,2018-12,35,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2019,1,2019-01,33,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2019,2,2019-02,27,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2019,3,2019-03,18,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2019,4,2019-04,15,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2019,5,2019-05,7,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2019,6,2019-06,22,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2019,7,2019-07,32,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2019,8,2019-08,27,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2019,9,2019-09,41,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2019,10,2019-10,51,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2019,11,2019-11,37,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2019,12,2019-12,7,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2020,1,2020-01,24,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2020,2,2020-02,9,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2020,3,2020-03,4,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2020,4,2020-04,3,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2020,5,2020-05,4,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2020,6,2020-06,22,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2020,7,2020-07,57,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2020,8,2020-08,58,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2020,9,2020-09,47,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2020,10,2020-10,34,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2020,11,2020-11,10,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2020,12,2020-12,4,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2021,1,2021-01,5,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2021,2,2021-02,4,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2021,3,2021-03,2,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2021,4,2021-04,0,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2021,5,2021-05,3,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2021,6,2021-06,2,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2021,7,2021-07,0,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2021,8,2021-08,0,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2021,9,2021-09,4,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2021,10,2021-10,1,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2021,11,2021-11,0,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2021,12,2021-12,1,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2022,1,2022-01,1,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2022,2,2022-02,1,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2022,3,2022-03,0,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2022,4,2022-04,1,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2022,5,2022-05,12,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2022,6,2022-06,14,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2022,7,2022-07,17,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2022,8,2022-08,19,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2022,9,2022-09,21,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2022,10,2022-10,36,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2022,11,2022-11,34,Suspected and confirmed
PHRA NAKHON SI AYUDHYA,2022,12,2022-12,14,Suspected and confirmed
PHRAE,2015,1,2015-01,0,Suspected and confirmed
PHRAE,2015,2,2015-02,2,Suspected and confirmed
PHRAE,2015,3,2015-03,5,Suspected and confirmed
PHRAE,2015,4,2015-04,15,Suspected and confirmed
PHRAE,2015,5,2015-05,79,Suspected and confirmed
PHRAE,2015,6,2015-06,162,Suspected and confirmed
PHRAE,2015,7,2015-07,263,Suspected and confirmed
PHRAE,2015,8,2015-08,339,Suspected and confirmed
PHRAE,2015,9,2015-09,184,Suspected and confirmed
PHRAE,2015,10,2015-10,40,Suspected and confirmed
PHRAE,2015,11,2015-11,42,Suspected and confirmed
PHRAE,2015,12,2015-12,21,Suspected and confirmed
PHRAE,2016,1,2016-01,11,Suspected and confirmed
PHRAE,2016,2,2016-02,5,Suspected and confirmed
PHRAE,2016,3,2016-03,9,Suspected and confirmed
PHRAE,2016,4,2016-04,2,Suspected and confirmed
PHRAE,2016,5,2016-05,4,Suspected and confirmed
PHRAE,2016,6,2016-06,6,Suspected and confirmed
PHRAE,2016,7,2016-07,13,Suspected and confirmed
PHRAE,2016,8,2016-08,13,Suspected and confirmed
PHRAE,2016,9,2016-09,8,Suspected and confirmed
PHRAE,2016,10,2016-10,11,Suspected and confirmed
PHRAE,2016,11,2016-11,8,Suspected and confirmed
PHRAE,2016,12,2016-12,3,Suspected and confirmed
PHRAE,2017,1,2017-01,1,Suspected and confirmed
PHRAE,2017,2,2017-02,3,Suspected and confirmed
PHRAE,2017,3,2017-03,2,Suspected and confirmed
PHRAE,2017,4,2017-04,2,Suspected and confirmed
PHRAE,2017,5,2017-05,5,Suspected and confirmed
PHRAE,2017,6,2017-06,6,Suspected and confirmed
PHRAE,2017,7,2017-07,9,Suspected and confirmed
PHRAE,2017,8,2017-08,5,Suspected and confirmed
PHRAE,2017,9,2017-09,5,Suspected and confirmed
PHRAE,2017,10,2017-10,0,Suspected and confirmed
PHRAE,2017,11,2017-11,0,Suspected and confirmed
PHRAE,2017,12,2017-12,0,Suspected and confirmed
PHRAE,2018,1,2018-01,0,Suspected and confirmed
PHRAE,2018,2,2018-02,0,Suspected and confirmed
PHRAE,2018,3,2018-03,1,Suspected and confirmed
PHRAE,2018,4,2018-04,18,Suspected and confirmed
PHRAE,2018,5,2018-05,106,Suspected and confirmed
PHRAE,2018,6,2018-06,130,Suspected and confirmed
PHRAE,2018,7,2018-07,54,Suspected and confirmed
PHRAE,2018,8,2018-08,13,Suspected and confirmed
PHRAE,2018,9,2018-09,6,Suspected and confirmed
PHRAE,2018,10,2018-10,4,Suspected and confirmed
PHRAE,2018,11,2018-11,4,Suspected and confirmed
PHRAE,2018,12,2018-12,2,Suspected and confirmed
PHRAE,2019,1,2019-01,1,Suspected and confirmed
PHRAE,2019,2,2019-02,7,Suspected and confirmed
PHRAE,2019,3,2019-03,7,Suspected and confirmed
PHRAE,2019,4,2019-04,8,Suspected and confirmed
PHRAE,2019,5,2019-05,20,Suspected and confirmed
PHRAE,2019,6,2019-06,53,Suspected and confirmed
PHRAE,2019,7,2019-07,108,Suspected and confirmed
PHRAE,2019,8,2019-08,80,Suspected and confirmed
PHRAE,2019,9,2019-09,35,Suspected and confirmed
PHRAE,2019,10,2019-10,22,Suspected and confirmed
PHRAE,2019,11,2019-11,11,Suspected and confirmed
PHRAE,2019,12,2019-12,5,Suspected and confirmed
PHRAE,2020,1,2020-01,3,Suspected and confirmed
PHRAE,2020,2,2020-02,3,Suspected and confirmed
PHRAE,2020,3,2020-03,1,Suspected and confirmed
PHRAE,2020,4,2020-04,2,Suspected and confirmed
PHRAE,2020,5,2020-05,3,Suspected and confirmed
PHRAE,2020,6,2020-06,12,Suspected and confirmed
PHRAE,2020,7,2020-07,67,Suspected and confirmed
PHRAE,2020,8,2020-08,51,Suspected and confirmed
PHRAE,2020,9,2020-09,12,Suspected and confirmed
PHRAE,2020,10,2020-10,8,Suspected and confirmed
PHRAE,2020,11,2020-11,1,Suspected and confirmed
PHRAE,2020,12,2020-12,1,Suspected and confirmed
PHRAE,2021,1,2021-01,1,Suspected and confirmed
PHRAE,2021,2,2021-02,0,Suspected and confirmed
PHRAE,2021,3,2021-03,1,Suspected and confirmed
PHRAE,2021,4,2021-04,0,Suspected and confirmed
PHRAE,2021,5,2021-05,2,Suspected and confirmed
PHRAE,2021,6,2021-06,2,Suspected and confirmed
PHRAE,2021,7,2021-07,1,Suspected and confirmed
PHRAE,2021,8,2021-08,2,Suspected and confirmed
PHRAE,2021,9,2021-09,0,Suspected and confirmed
PHRAE,2021,10,2021-10,1,Suspected and confirmed
PHRAE,2021,11,2021-11,1,Suspected and confirmed
PHRAE,2021,12,2021-12,0,Suspected and confirmed
PHRAE,2022,1,2022-01,0,Suspected and confirmed
PHRAE,2022,2,2022-02,0,Suspected and confirmed
PHRAE,2022,3,2022-03,0,Suspected and confirmed
PHRAE,2022,4,2022-04,0,Suspected and confirmed
PHRAE,2022,5,2022-05,3,Suspected and confirmed
PHRAE,2022,6,2022-06,12,Suspected and confirmed
PHRAE,2022,7,2022-07,23,Suspected and confirmed
PHRAE,2022,8,2022-08,25,Suspected and confirmed
PHRAE,2022,9,2022-09,11,Suspected and confirmed
PHRAE,2022,10,2022-10,5,Suspected and confirmed
PHRAE,2022,11,2022-11,4,Suspected and confirmed
PHRAE,2022,12,2022-12,3,Suspected and confirmed
PHUKET,2015,1,2015-01,7,Suspected and confirmed
PHUKET,2015,2,2015-02,5,Suspected and confirmed
PHUKET,2015,3,2015-03,8,Suspected and confirmed
PHUKET,2015,4,2015-04,14,Suspected and confirmed
PHUKET,2015,5,2015-05,12,Suspected and confirmed
PHUKET,2015,6,2015-06,11,Suspected and confirmed
PHUKET,2015,7,2015-07,48,Suspected and confirmed
PHUKET,2015,8,2015-08,29,Suspected and confirmed
PHUKET,2015,9,2015-09,33,Suspected and confirmed
PHUKET,2015,10,2015-10,47,Suspected and confirmed
PHUKET,2015,11,2015-11,64,Suspected and confirmed
PHUKET,2015,12,2015-12,45,Suspected and confirmed
PHUKET,2016,1,2016-01,28,Suspected and confirmed
PHUKET,2016,2,2016-02,20,Suspected and confirmed
PHUKET,2016,3,2016-03,20,Suspected and confirmed
PHUKET,2016,4,2016-04,11,Suspected and confirmed
PHUKET,2016,5,2016-05,13,Suspected and confirmed
PHUKET,2016,6,2016-06,10,Suspected and confirmed
PHUKET,2016,7,2016-07,18,Suspected and confirmed
PHUKET,2016,8,2016-08,24,Suspected and confirmed
PHUKET,2016,9,2016-09,14,Suspected and confirmed
PHUKET,2016,10,2016-10,12,Suspected and confirmed
PHUKET,2016,11,2016-11,20,Suspected and confirmed
PHUKET,2016,12,2016-12,13,Suspected and confirmed
PHUKET,2017,1,2017-01,11,Suspected and confirmed
PHUKET,2017,2,2017-02,16,Suspected and confirmed
PHUKET,2017,3,2017-03,11,Suspected and confirmed
PHUKET,2017,4,2017-04,15,Suspected and confirmed
PHUKET,2017,5,2017-05,39,Suspected and confirmed
PHUKET,2017,6,2017-06,53,Suspected and confirmed
PHUKET,2017,7,2017-07,28,Suspected and confirmed
PHUKET,2017,8,2017-08,22,Suspected and confirmed
PHUKET,2017,9,2017-09,17,Suspected and confirmed
PHUKET,2017,10,2017-10,15,Suspected and confirmed
PHUKET,2017,11,2017-11,26,Suspected and confirmed
PHUKET,2017,12,2017-12,48,Suspected and confirmed
PHUKET,2018,1,2018-01,28,Suspected and confirmed
PHUKET,2018,2,2018-02,40,Suspected and confirmed
PHUKET,2018,3,2018-03,40,Suspected and confirmed
PHUKET,2018,4,2018-04,26,Suspected and confirmed
PHUKET,2018,5,2018-05,38,Suspected and confirmed
PHUKET,2018,6,2018-06,39,Suspected and confirmed
PHUKET,2018,7,2018-07,53,Suspected and confirmed
PHUKET,2018,8,2018-08,30,Suspected and confirmed
PHUKET,2018,9,2018-09,23,Suspected and confirmed
PHUKET,2018,10,2018-10,18,Suspected and confirmed
PHUKET,2018,11,2018-11,49,Suspected and confirmed
PHUKET,2018,12,2018-12,36,Suspected and confirmed
PHUKET,2019,1,2019-01,31,Suspected and confirmed
PHUKET,2019,2,2019-02,15,Suspected and confirmed
PHUKET,2019,3,2019-03,16,Suspected and confirmed
PHUKET,2019,4,2019-04,7,Suspected and confirmed
PHUKET,2019,5,2019-05,14,Suspected and confirmed
PHUKET,2019,6,2019-06,24,Suspected and confirmed
PHUKET,2019,7,2019-07,24,Suspected and confirmed
PHUKET,2019,8,2019-08,24,Suspected and confirmed
PHUKET,2019,9,2019-09,18,Suspected and confirmed
PHUKET,2019,10,2019-10,15,Suspected and confirmed
PHUKET,2019,11,2019-11,32,Suspected and confirmed
PHUKET,2019,12,2019-12,17,Suspected and confirmed
PHUKET,2020,1,2020-01,17,Suspected and confirmed
PHUKET,2020,2,2020-02,9,Suspected and confirmed
PHUKET,2020,3,2020-03,3,Suspected and confirmed
PHUKET,2020,4,2020-04,2,Suspected and confirmed
PHUKET,2020,5,2020-05,9,Suspected and confirmed
PHUKET,2020,6,2020-06,22,Suspected and confirmed
PHUKET,2020,7,2020-07,18,Suspected and confirmed
PHUKET,2020,8,2020-08,10,Suspected and confirmed
PHUKET,2020,9,2020-09,3,Suspected and confirmed
PHUKET,2020,10,2020-10,3,Suspected and confirmed
PHUKET,2020,11,2020-11,2,Suspected and confirmed
PHUKET,2020,12,2020-12,1,Suspected and confirmed
PHUKET,2021,1,2021-01,1,Suspected and confirmed
PHUKET,2021,2,2021-02,0,Suspected and confirmed
PHUKET,2021,3,2021-03,2,Suspected and confirmed
PHUKET,2021,4,2021-04,0,Suspected and confirmed
PHUKET,2021,5,2021-05,3,Suspected and confirmed
PHUKET,2021,6,2021-06,4,Suspected and confirmed
PHUKET,2021,7,2021-07,4,Suspected and confirmed
PHUKET,2021,8,2021-08,0,Suspected and confirmed
PHUKET,2021,9,2021-09,1,Suspected and confirmed
PHUKET,2021,10,2021-10,0,Suspected and confirmed
PHUKET,2021,11,2021-11,0,Suspected and confirmed
PHUKET,2021,12,2021-12,0,Suspected and confirmed
PHUKET,2022,1,2022-01,1,Suspected and confirmed
PHUKET,2022,2,2022-02,1,Suspected and confirmed
PHUKET,2022,3,2022-03,0,Suspected and confirmed
PHUKET,2022,4,2022-04,8,Suspected and confirmed
PHUKET,2022,5,2022-05,14,Suspected and confirmed
PHUKET,2022,6,2022-06,22,Suspected and confirmed
PHUKET,2022,7,2022-07,27,Suspected and confirmed
PHUKET,2022,8,2022-08,40,Suspected and confirmed
PHUKET,2022,9,2022-09,29,Suspected and confirmed
PHUKET,2022,10,2022-10,34,Suspected and confirmed
PHUKET,2022,11,2022-11,39,Suspected and confirmed
PHUKET,2022,12,2022-12,63,Suspected and confirmed
PRACHUAP KHILIKHAN,2015,1,2015-01,17,Suspected and confirmed
PRACHUAP KHILIKHAN,2015,2,2015-02,18,Suspected and confirmed
PRACHUAP KHILIKHAN,2015,3,2015-03,18,Suspected and confirmed
PRACHUAP KHILIKHAN,2015,4,2015-04,40,Suspected and confirmed
PRACHUAP KHILIKHAN,2015,5,2015-05,52,Suspected and confirmed
PRACHUAP KHILIKHAN,2015,6,2015-06,107,Suspected and confirmed
PRACHUAP KHILIKHAN,2015,7,2015-07,93,Suspected and confirmed
PRACHUAP KHILIKHAN,2015,8,2015-08,103,Suspected and confirmed
PRACHUAP KHILIKHAN,2015,9,2015-09,111,Suspected and confirmed
PRACHUAP KHILIKHAN,2015,10,2015-10,86,Suspected and confirmed
PRACHUAP KHILIKHAN,2015,11,2015-11,113,Suspected and confirmed
PRACHUAP KHILIKHAN,2015,12,2015-12,61,Suspected and confirmed
PRACHUAP KHILIKHAN,2016,1,2016-01,12,Suspected and confirmed
PRACHUAP KHILIKHAN,2016,2,2016-02,18,Suspected and confirmed
PRACHUAP KHILIKHAN,2016,3,2016-03,17,Suspected and confirmed
PRACHUAP KHILIKHAN,2016,4,2016-04,6,Suspected and confirmed
PRACHUAP KHILIKHAN,2016,5,2016-05,3,Suspected and confirmed
PRACHUAP KHILIKHAN,2016,6,2016-06,2,Suspected and confirmed
PRACHUAP KHILIKHAN,2016,7,2016-07,23,Suspected and confirmed
PRACHUAP KHILIKHAN,2016,8,2016-08,34,Suspected and confirmed
PRACHUAP KHILIKHAN,2016,9,2016-09,19,Suspected and confirmed
PRACHUAP KHILIKHAN,2016,10,2016-10,13,Suspected and confirmed
PRACHUAP KHILIKHAN,2016,11,2016-11,22,Suspected and confirmed
PRACHUAP KHILIKHAN,2016,12,2016-12,13,Suspected and confirmed
PRACHUAP KHILIKHAN,2017,1,2017-01,12,Suspected and confirmed
PRACHUAP KHILIKHAN,2017,2,2017-02,11,Suspected and confirmed
PRACHUAP KHILIKHAN,2017,3,2017-03,6,Suspected and confirmed
PRACHUAP KHILIKHAN,2017,4,2017-04,8,Suspected and confirmed
PRACHUAP KHILIKHAN,2017,5,2017-05,14,Suspected and confirmed
PRACHUAP KHILIKHAN,2017,6,2017-06,30,Suspected and confirmed
PRACHUAP KHILIKHAN,2017,7,2017-07,27,Suspected and confirmed
PRACHUAP KHILIKHAN,2017,8,2017-08,39,Suspected and confirmed
