province,year_month,dengue_cases,temperature,humidity,rainfall
KAMPAENG PHET,2020-06,17,28.24,75.79,4.51
KAMPAENG PHET,2020-07,46,27.8,76.44,3.38
KAMPAENG PHET,2020-08,51,26.61,82.54,7.33
KAMPAENG PHET,2020-09,29,26.64,85.89,7.42
KAMPAENG PHET,2020-10,15,24.62,87.63,6.88
KAMPAENG PHET,2020-11,5,24.24,81.5,0.5
KAMPAENG PHET,2020-12,3,23.03,68.75,0.0
KAMPAENG PHET,2021-01,3,23.27,56.55,0.04
KAMPAENG PHET,2021-02,5,27.35,47.62,0.2
KAMPAENG PHET,2021-03,7,31.29,43.96,0.55
KAMPAENG PHET,2021-04,3,27.97,73.5,8.44
KAMPAENG PHET,2021-05,6,28.42,76.14,3.49
KAMPAENG PHET,2021-06,4,26.98,80.01,4.26
KAMPAENG PHET,2021-07,10,26.38,84.01,12.69
KAMPAENG PHET,2021-08,11,26.38,85.54,7.88
KAMPAENG PHET,2021-09,9,25.72,89.15,13.95
KAMPAENG PHET,2021-10,5,25.46,87.83,8.24
KAMPAENG PHET,2021-11,0,23.95,85.0,0.88
KAMPAENG PHET,2021-12,1,20.86,77.29,0.0
KAMPAENG PHET,2022-01,0,23.94,68.72,0.54
KAMPAENG PHET,2022-02,1,24.35,70.12,3.29
KAMPAENG PHET,2022-03,1,29.45,62.44,1.35
KAMPAENG PHET,2022-04,2,29.56,58.61,3.32
KAMPAENG PHET,2022-05,8,26.43,81.85,11.16
KAMPAENG PHET,2022-06,28,26.47,84.38,5.31
KAMPAENG PHET,2022-07,33,26.83,84.11,7.2
KAMPAENG PHET,2022-08,48,26.12,86.9,10.41
KAMPAENG PHET,2022-09,34,25.78,88.42,12.27
KAMPAENG PHET,2022-10,26,24.78,85.03,5.36
KAMPAENG PHET,2022-11,13,24.83,84.45,1.99
KAMPAENG PHET,2022-12,13,22.08,78.15,0.26
KANCHANABURI,2015-01,15,22.61,62.05,0.76
KANCHANABURI,2015-02,11,26.08,57.57,0.61
KANCHANABURI,2015-03,26,29.09,58.99,1.61
KANCHANABURI,2015-04,21,29.64,58.95,2.07
KANCHANABURI,2015-05,38,29.7,64.98,2.05
KANCHANABURI,2015-06,51,27.94,72.72,6.63
KANCHANABURI,2015-07,134,26.16,79.71,5.51
KANCHANABURI,2015-08,149,25.98,81.43,4.31
KANCHANABURI,2015-09,105,25.93,83.95,8.56
KANCHANABURI,2015-10,85,25.64,84.67,5.77
KANCHANABURI,2015-11,101,25.62,81.66,1.23
KANCHANABURI,2015-12,50,24.78,70.87,0.11
KANCHANABURI,2016-01,31,24.56,63.86,0.98
KANCHANABURI,2016-02,14,25.48,52.91,0.0
KANCHANABURI,2016-03,25,29.82,48.03,0.81
KANCHANABURI,2016-04,7,32.31,49.37,0.23
KANCHANABURI,2016-05,7,30.2,63.46,4.62
KANCHANABURI,2016-06,7,26.99,80.0,6.27
KANCHANABURI,2016-07,18,26.23,81.87,5.22
KANCHANABURI,2016-08,16,26.08,82.52,6.8
KANCHANABURI,2016-09,12,25.41,86.53,5.99
KANCHANABURI,2016-10,10,25.6,87.04,8.56
KANCHANABURI,2016-11,2,24.19,85.36,1.06
KANCHANABURI,2016-12,1,22.13,80.27,0.04
KANCHANABURI,2017-01,4,23.59,76.93,1.1
KANCHANABURI,2017-02,1,25.5,60.37,0.09
KANCHANABURI,2017-03,1,28.88,56.9,1.76
KANCHANABURI,2017-04,1,28.94,65.86,2.14
KANCHANABURI,2017-05,4,28.18,77.76,8.08
KANCHANABURI,2017-06,12,26.46,83.45,4.18
KANCHANABURI,2017-07,18,25.27,86.18,12.13
KANCHANABURI,2017-08,15,25.65,85.52,7.62
KANCHANABURI,2017-09,4,26.3,85.99,7.25
KANCHANABURI,2017-10,4,25.38,87.69,9.51
KANCHANABURI,2017-11,10,23.28,88.28,1.94
KANCHANABURI,2017-12,3,21.36,82.7,0.64
KANCHANABURI,2018-01,8,23.66,77.43,0.31
KANCHANABURI,2018-02,9,24.83,71.37,0.72
KANCHANABURI,2018-03,10,27.62,65.11,0.71
KANCHANABURI,2018-04,26,28.37,67.78,4.38
KANCHANABURI,2018-05,41,27.66,77.72,4.77
KANCHANABURI,2018-06,84,26.35,81.09,5.71
KANCHANABURI,2018-07,59,25.56,83.67,7.54
KANCHANABURI,2018-08,88,25.07,85.27,7.63
KANCHANABURI,2018-09,19,25.73,85.47,4.84
KANCHANABURI,2018-10,23,25.85,84.91,5.04
KANCHANABURI,2018-11,27,24.85,79.7,0.83
KANCHANABURI,2018-12,26,24.58,75.1,0.95
KANCHANABURI,2019-01,26,24.59,66.87,0.13
KANCHANABURI,2019-02,28,28.18,60.16,0.1
KANCHANABURI,2019-03,35,29.75,51.06,0.42
KANCHANABURI,2019-04,7,32.53,49.46,0.69
KANCHANABURI,2019-05,24,29.03,69.93,3.76
KANCHANABURI,2019-06,78,27.34,80.78,6.12
KANCHANABURI,2019-07,162,26.3,78.51,3.4
KANCHANABURI,2019-08,136,25.7,84.37,9.52
KANCHANABURI,2019-09,75,25.57,85.05,8.04
KANCHANABURI,2019-10,15,26.26,82.73,2.94
KANCHANABURI,2019-11,17,24.76,77.14,1.53
KANCHANABURI,2019-12,16,23.06,68.43,0.0
KANCHANABURI,2020-01,12,26.43,61.17,0.02
KANCHANABURI,2020-02,25,27.54,50.8,0.03
KANCHANABURI,2020-03,9,30.89,47.43,0.38
KANCHANABURI,2020-04,11,30.63,55.37,3.03
KANCHANABURI,2020-05,17,29.43,70.14,3.18
KANCHANABURI,2020-06,17,27.0,81.51,5.35
KANCHANABURI,2020-07,22,26.6,82.5,6.33
KANCHANABURI,2020-08,10,26.02,83.86,6.51
KANCHANABURI,2020-09,21,26.04,87.01,12.06
KANCHANABURI,2020-10,42,24.11,89.54,14.05
KANCHANABURI,2020-11,22,23.83,86.65,1.46
KANCHANABURI,2020-12,7,21.82,81.18,0.01
KANCHANABURI,2021-01,9,21.71,70.65,0.0
KANCHANABURI,2021-02,7,25.28,65.12,0.42
KANCHANABURI,2021-03,4,28.7,64.2,1.24
KANCHANABURI,2021-04,4,27.21,77.74,6.0
KANCHANABURI,2021-05,7,27.56,80.16,4.59
KANCHANABURI,2021-06,7,26.24,83.48,4.75
KANCHANABURI,2021-07,6,25.83,84.77,12.09
KANCHANABURI,2021-08,1,25.98,85.93,7.17
KANCHANABURI,2021-09,7,25.25,88.38,12.0
KANCHANABURI,2021-10,10,25.29,88.59,9.08
KANCHANABURI,2021-11,12,23.74,87.84,0.98
KANCHANABURI,2021-12,4,20.94,81.92,0.08
KANCHANABURI,2022-01,7,23.88,74.65,0.26
KANCHANABURI,2022-02,9,24.65,75.77,3.45
KANCHANABURI,2022-03,10,27.69,74.02,3.48
KANCHANABURI,2022-04,3,27.62,70.54,3.69
KANCHANABURI,2022-05,8,26.16,83.04,8.88
KANCHANABURI,2022-06,17,26.28,84.32,5.41
KANCHANABURI,2022-07,16,26.27,84.96,6.29
KANCHANABURI,2022-08,24,25.65,85.94,9.23
KANCHANABURI,2022-09,11,25.35,87.91,10.8
KANCHANABURI,2022-10,12,24.17,88.49,8.57
KANCHANABURI,2022-11,19,24.7,86.12,1.93
KANCHANABURI,2022-12,24,21.68,81.67,0.09
KHON KAEN,2015-01,1,22.6,50.48,0.07
KHON KAEN,2015-02,3,26.19,54.01,0.96
KHON KAEN,2015-03,10,30.58,48.6,0.98
KHON KAEN,2015-04,22,31.08,46.82,2.13
KHON KAEN,2015-05,47,31.26,58.26,1.68
KHON KAEN,2015-06,100,29.56,66.0,3.21
KHON KAEN,2015-07,162,28.01,73.14,5.59
KHON KAEN,2015-08,186,26.64,84.81,5.81
KHON KAEN,2015-09,209,26.5,85.65,5.87
KHON KAEN,2015-10,152,25.47,82.46,3.39
KHON KAEN,2015-11,161,26.58,71.65,0.61
KHON KAEN,2015-12,62,24.99,59.29,0.16
KHON KAEN,2016-01,42,24.65,54.6,1.47
KHON KAEN,2016-02,35,23.55,46.26,0.0
KHON KAEN,2016-03,27,30.38,38.05,0.05
KHON KAEN,2016-04,13,33.99,41.39,2.24
KHON KAEN,2016-05,20,30.77,63.89,4.4
KHON KAEN,2016-06,52,28.71,73.41,6.04
KHON KAEN,2016-07,79,26.8,82.62,4.85
KHON KAEN,2016-08,94,27.25,80.73,5.83
KHON KAEN,2016-09,66,26.3,87.33,7.81
KHON KAEN,2016-10,28,25.99,86.57,3.87
KHON KAEN,2016-11,12,23.41,83.76,2.68
KHON KAEN,2016-12,7,22.01,70.87,0.01
KHON KAEN,2017-01,6,24.19,64.84,0.38
KHON KAEN,2017-02,2,25.37,50.72,0.12
KHON KAEN,2017-03,3,28.74,57.36,2.32
KHON KAEN,2017-04,4,30.37,55.43,1.58
KHON KAEN,2017-05,16,28.15,77.32,8.94
KHON KAEN,2017-06,38,26.74,86.17,7.37
KHON KAEN,2017-07,45,25.93,88.66,9.34
KHON KAEN,2017-08,43,26.35,87.99,7.14
KHON KAEN,2017-09,25,26.85,87.03,5.08
KHON KAEN,2017-10,10,24.84,88.63,5.55
KHON KAEN,2017-11,7,22.73,82.92,0.24
KHON KAEN,2017-12,3,21.24,71.33,0.38
KHON KAEN,2018-01,5,23.77,62.74,0.25
KHON KAEN,2018-02,5,24.93,54.66,0.83
KHON KAEN,2018-03,6,28.76,51.35,1.24
KHON KAEN,2018-04,9,29.0,60.23,4.52
KHON KAEN,2018-05,64,27.94,78.7,6.48
KHON KAEN,2018-06,132,26.98,82.54,5.36
KHON KAEN,2018-07,138,26.05,86.26,6.08
KHON KAEN,2018-08,143,25.93,86.7,4.33
KHON KAEN,2018-09,120,26.49,86.3,5.9
KHON KAEN,2018-10,67,26.05,81.48,2.27
KHON KAEN,2018-11,83,25.17,73.03,0.45
KHON KAEN,2018-12,80,24.23,63.67,0.3
KHON KAEN,2019-01,98,24.45,57.08,0.0
KHON KAEN,2019-02,87,29.27,48.27,0.81
KHON KAEN,2019-03,122,31.53,44.19,0.86
KHON KAEN,2019-04,65,32.63,51.87,1.77
KHON KAEN,2019-05,128,29.66,69.89,5.09
KHON KAEN,2019-06,407,28.86,75.81,3.41
KHON KAEN,2019-07,307,27.82,74.01,3.44
KHON KAEN,2019-08,322,27.17,80.85,9.09
KHON KAEN,2019-09,315,26.05,86.17,7.53
KHON KAEN,2019-10,242,26.36,79.75,0.95
KHON KAEN,2019-11,192,25.27,68.53,0.25
KHON KAEN,2019-12,48,23.36,58.79,0.0
KHON KAEN,2020-01,76,26.57,52.67,0.01
KHON KAEN,2020-02,79,27.01,46.54,0.0
KHON KAEN,2020-03,128,30.03,55.24,2.53
KHON KAEN,2020-04,225,28.94,61.83,3.22
KHON KAEN,2020-05,453,30.3,67.62,4.99
KHON KAEN,2020-06,337,27.32,84.5,5.78
KHON KAEN,2020-07,538,27.13,84.9,4.45
KHON KAEN,2020-08,267,26.51,86.92,8.69
KHON KAEN,2020-09,95,26.85,87.36,7.65
KHON KAEN,2020-10,22,23.62,89.23,7.31
KHON KAEN,2020-11,12,22.98,85.41,0.13
KHON KAEN,2020-12,10,20.84,73.7,0.0
KHON KAEN,2021-01,5,21.06,59.55,0.0
KHON KAEN,2021-02,12,25.63,53.66,0.82
KHON KAEN,2021-03,11,29.39,54.91,2.09
KHON KAEN,2021-04,6,28.67,70.04,6.71
KHON KAEN,2021-05,19,28.71,76.34,3.09
KHON KAEN,2021-06,21,27.71,79.15,3.7
KHON KAEN,2021-07,9,26.96,83.39,6.17
KHON KAEN,2021-08,3,27.24,82.64,5.33
KHON KAEN,2021-09,5,26.17,88.47,12.86
KHON KAEN,2021-10,7,24.93,87.82,5.89
KHON KAEN,2021-11,3,23.0,83.09,0.18
KHON KAEN,2021-12,0,20.85,72.05,0.06
KHON KAEN,2022-01,1,24.59,62.81,0.37
KHON KAEN,2022-02,2,23.74,63.27,1.73
KHON KAEN,2022-03,0,28.62,64.24,3.41
KHON KAEN,2022-04,1,28.28,61.64,2.57
KHON KAEN,2022-05,26,26.72,78.87,5.8
KHON KAEN,2022-06,47,27.0,82.98,4.73
KHON KAEN,2022-07,75,26.95,86.49,11.61
KHON KAEN,2022-08,82,26.3,88.11,9.43
KHON KAEN,2022-09,40,26.12,89.55,13.92
KHON KAEN,2022-10,38,23.81,87.29,4.11
KHON KAEN,2022-11,21,24.51,84.27,1.71
KHON KAEN,2022-12,6,20.82,72.24,0.09
KRABI,2015-01,21,25.76,84.14,1.32
KRABI,2015-02,11,25.87,81.27,0.63
KRABI,2015-03,15,28.09,75.19,0.09
KRABI,2015-04,14,28.7,77.22,2.7
KRABI,2015-05,24,28.38,82.56,5.84
KRABI,2015-06,73,28.0,83.8,6.74
KRABI,2015-07,135,27.5,86.06,8.72
KRABI,2015-08,94,27.16,85.19,12.62
KRABI,2015-09,64,26.85,87.05,13.47
KRABI,2015-10,56,27.33,84.98,5.9
KRABI,2015-11,38,27.0,88.0,6.79
KRABI,2015-12,7,26.97,86.74,3.95
KRABI,2016-01,9,27.11,85.11,1.84
KRABI,2016-02,10,26.8,82.67,1.28
KRABI,2016-03,11,28.8,73.66,0.08
KRABI,2016-04,10,30.1,72.01,1.03
KRABI,2016-05,3,29.22,80.43,12.06
KRABI,2016-06,13,27.58,86.39,9.88
KRABI,2016-07,34,27.32,85.62,9.12
KRABI,2016-08,38,27.24,88.0,9.22
KRABI,2016-09,28,26.66,88.66,10.54
KRABI,2016-10,14,26.49,89.07,11.68
KRABI,2016-11,19,27.05,87.38,7.18
KRABI,2016-12,17,26.44,87.93,8.37
KRABI,2017-01,3,26.19,88.53,14.04
KRABI,2017-02,8,26.43,83.56,2.1
KRABI,2017-03,9,27.33,82.39,3.19
KRABI,2017-04,9,27.58,86.58,5.48
KRABI,2017-05,12,28.04,86.78,11.12
KRABI,2017-06,21,27.61,86.63,7.18
KRABI,2017-07,28,27.38,85.98,4.67
KRABI,2017-08,28,27.04,86.36,12.55
KRABI,2017-09,17,27.18,86.62,12.29
KRABI,2017-10,10,27.31,84.96,6.13
KRABI,2017-11,21,26.86,88.05,12.29
KRABI,2017-12,14,26.31,86.63,5.12
KRABI,2018-01,10,26.24,86.17,8.56
KRABI,2018-02,9,26.49,82.51,0.77
KRABI,2018-03,18,27.73,80.75,1.82
KRABI,2018-04,16,28.14,81.23,4.45
KRABI,2018-05,51,28.05,82.95,7.43
KRABI,2018-06,88,27.56,84.53,8.3
KRABI,2018-07,68,27.4,86.57,8.06
KRABI,2018-08,47,27.21,86.96,6.69
KRABI,2018-09,51,26.93,86.03,8.2
KRABI,2018-10,27,26.99,86.32,9.39
KRABI,2018-11,23,27.13,87.04,7.47
KRABI,2018-12,20,26.86,87.33,6.44
KRABI,2019-01,28,26.37,85.74,2.82
KRABI,2019-02,23,26.96,81.75,0.12
KRABI,2019-03,11,28.65,74.9,0.82
KRABI,2019-04,18,29.44,76.66,3.5
KRABI,2019-05,32,28.24,84.66,5.96
KRABI,2019-06,42,27.97,86.07,9.18
KRABI,2019-07,56,27.91,83.41,7.96
KRABI,2019-08,23,27.47,86.4,10.29
KRABI,2019-09,14,27.13,85.7,7.19
KRABI,2019-10,19,27.29,84.93,8.65
KRABI,2019-11,16,26.99,86.23,6.81
KRABI,2019-12,7,26.22,85.39,2.08
KRABI,2020-01,6,26.65,82.95,0.18
KRABI,2020-02,3,27.34,78.32,0.43
KRABI,2020-03,5,29.21,70.49,0.52
KRABI,2020-04,6,28.95,77.79,5.85
KRABI,2020-05,14,28.19,85.89,10.05
KRABI,2020-06,23,27.4,85.24,12.98
KRABI,2020-07,20,27.41,84.29,8.3
KRABI,2020-08,21,27.62,84.84,6.58
KRABI,2020-09,4,27.04,86.6,18.95
KRABI,2020-10,8,26.65,88.34,18.53
KRABI,2020-11,5,27.03,87.53,12.55
KRABI,2020-12,5,26.27,87.18,11.58
KRABI,2021-01,14,25.96,84.69,1.18
KRABI,2021-02,8,26.56,80.31,0.18
KRABI,2021-03,2,27.96,77.22,2.14
KRABI,2021-04,3,27.73,83.72,7.75
KRABI,2021-05,0,28.0,85.9,8.05
KRABI,2021-06,5,27.73,85.45,5.78
KRABI,2021-07,3,27.53,86.53,9.23
KRABI,2021-08,4,27.01,87.2,11.35
KRABI,2021-09,0,27.14,84.98,9.49
KRABI,2021-10,3,27.2,86.55,8.27
KRABI,2021-11,0,26.7,89.89,14.12
KRABI,2021-12,3,26.15,86.7,3.79
KRABI,2022-01,4,26.47,83.87,0.66
KRABI,2022-02,2,26.87,86.46,7.16
KRABI,2022-03,6,27.67,83.6,6.01
KRABI,2022-04,5,27.89,85.38,7.53
KRABI,2022-05,9,27.89,86.1,9.98
KRABI,2022-06,11,27.33,85.52,6.32
KRABI,2022-07,18,27.45,86.93,11.06
KRABI,2022-08,30,27.27,86.59,10.12
KRABI,2022-09,20,27.08,86.38,9.24
KRABI,2022-10,14,26.73,87.14,15.69
KRABI,2022-11,21,26.67,87.67,10.05
KRABI,2022-12,13,26.13,86.93,6.52
LAMPANG,2015-01,4,20.11,65.88,2.06
LAMPANG,2015-02,3,23.48,51.46,0.04
LAMPANG,2015-03,0,27.84,46.39,1.05
LAMPANG,2015-04,3,29.08,53.41,1.78
LAMPANG,2015-05,41,29.49,62.08,2.75
LAMPANG,2015-06,151,28.18,67.78,2.38
LAMPANG,2015-07,174,26.57,76.37,4.82
LAMPANG,2015-08,209,25.43,83.88,5.46
LAMPANG,2015-09,233,25.8,83.45,4.63
LAMPANG,2015-10,118,25.07,77.48,2.8
LAMPANG,2015-11,113,25.33,68.84,1.24
LAMPANG,2015-12,74,22.73,66.83,1.0
LAMPANG,2016-01,19,20.73,55.51,1.61
LAMPANG,2016-02,20,22.56,52.84,0.48
LAMPANG,2016-03,22,28.44,42.52,0.03
LAMPANG,2016-04,14,32.68,37.88,0.84
LAMPANG,2016-05,10,29.94,59.56,3.59
LAMPANG,2016-06,24,25.99,81.82,6.51
LAMPANG,2016-07,121,25.63,83.72,6.24
LAMPANG,2016-08,195,25.41,84.75,5.63
LAMPANG,2016-09,82,25.25,86.89,6.9
LAMPANG,2016-10,53,24.86,86.04,5.36
LAMPANG,2016-11,13,22.68,84.32,1.89
LAMPANG,2016-12,6,20.84,79.32,0.14
LAMPANG,2017-01,4,21.58,77.45,1.36
LAMPANG,2017-02,8,23.16,58.22,0.0
LAMPANG,2017-03,8,27.26,48.74,0.89
LAMPANG,2017-04,12,28.01,63.52,2.98
LAMPANG,2017-05,34,26.74,80.35,9.99
LAMPANG,2017-06,40,25.67,84.84,5.08
LAMPANG,2017-07,66,25.06,86.86,9.3
LAMPANG,2017-08,36,25.18,87.17,7.84
LAMPANG,2017-09,24,25.64,86.49,6.62
LAMPANG,2017-10,14,24.17,88.04,6.44
LAMPANG,2017-11,10,22.02,86.5,0.7
LAMPANG,2017-12,8,19.39,83.79,0.8
LAMPANG,2018-01,2,20.45,76.5,0.32
LAMPANG,2018-02,0,22.07,70.73,0.35
LAMPANG,2018-03,0,25.97,59.0,0.3
LAMPANG,2018-04,11,27.45,65.81,3.33
LAMPANG,2018-05,33,26.33,79.56,7.82
LAMPANG,2018-06,64,25.48,83.39,5.0
LAMPANG,2018-07,60,25.39,85.33,6.09
LAMPANG,2018-08,45,24.93,86.99,4.4
LAMPANG,2018-09,22,25.4,85.07,3.88
LAMPANG,2018-10,11,24.42,85.61,5.3
LAMPANG,2018-11,3,23.04,81.12,0.54
LAMPANG,2018-12,6,21.66,78.33,0.55
LAMPANG,2019-01,6,21.91,74.07,1.09
LAMPANG,2019-02,18,24.96,53.46,0.11
LAMPANG,2019-03,13,27.91,43.36,0.07
LAMPANG,2019-04,21,32.02,38.69,0.54
LAMPANG,2019-05,39,29.66,63.8,4.28
LAMPANG,2019-06,88,27.43,75.86,2.62
LAMPANG,2019-07,244,26.81,73.8,3.5
LAMPANG,2019-08,142,25.38,86.78,11.78
LAMPANG,2019-09,75,25.28,84.28,7.46
LAMPANG,2019-10,37,24.91,83.3,3.48
LAMPANG,2019-11,12,22.79,80.86,0.93
LAMPANG,2019-12,4,19.74,70.81,0.26
LAMPANG,2020-01,3,22.63,59.17,0.0
LAMPANG,2020-02,1,24.17,52.05,0.0
LAMPANG,2020-03,0,28.34,40.92,0.07
LAMPANG,2020-04,2,29.46,47.37,2.91
LAMPANG,2020-05,58,29.35,64.84,2.85
LAMPANG,2020-06,110,26.83,79.93,5.26
LAMPANG,2020-07,261,26.53,80.45,3.97
LAMPANG,2020-08,201,25.12,87.59,11.31
LAMPANG,2020-09,121,25.56,87.22,5.78
LAMPANG,2020-10,41,23.89,86.1,3.56
LAMPANG,2020-11,14,22.7,81.7,0.31
LAMPANG,2020-12,10,20.41,74.77,0.0
LAMPANG,2021-01,0,20.51,65.91,0.34
LAMPANG,2021-02,0,23.71,60.07,0.97
LAMPANG,2021-03,2,28.32,46.6,0.19
LAMPANG,2021-04,5,26.69,71.4,5.91
LAMPANG,2021-05,5,27.43,75.58,3.28
LAMPANG,2021-06,15,26.2,80.38,4.22
LAMPANG,2021-07,2,25.63,84.89,7.15
LAMPANG,2021-08,1,25.65,84.82,6.63
LAMPANG,2021-09,0,25.01,87.63,9.83
LAMPANG,2021-10,1,24.21,87.12,6.11
LAMPANG,2021-11,4,22.7,84.83,1.05
LAMPANG,2021-12,2,19.1,80.71,0.02
LAMPANG,2022-01,0,20.76,75.17,0.87
LAMPANG,2022-02,1,21.11,71.83,1.4
LAMPANG,2022-03,0,27.07,66.86,1.54
LAMPANG,2022-04,0,27.26,66.14,3.94
LAMPANG,2022-05,4,25.34,82.49,10.11
LAMPANG,2022-06,52,25.66,82.92,2.68
LAMPANG,2022-07,114,25.81,85.07,6.28
LAMPANG,2022-08,97,25.17,87.49,8.99
LAMPANG,2022-09,41,25.1,87.91,12.93
LAMPANG,2022-10,19,23.85,85.42,3.76
LAMPANG,2022-11,12,23.11,85.37,1.14
LAMPANG,2022-12,6,20.18,83.44,1.09
LAMPHUN,2015-01,0,20.26,64.01,2.06
LAMPHUN,2015-02,0,23.26,50.7,0.04
LAMPHUN,2015-03,1,27.29,48.83,1.12
LAMPHUN,2015-04,2,28.5,54.04,1.29
LAMPHUN,2015-05,8,28.85,62.08,2.43
LAMPHUN,2015-06,29,27.37,68.55,2.58
LAMPHUN,2015-07,29,25.77,76.15,4.95
LAMPHUN,2015-08,82,24.93,82.87,5.4
LAMPHUN,2015-09,146,25.0,83.96,4.81
LAMPHUN,2015-10,147,24.51,78.47,2.85
LAMPHUN,2015-11,118,25.37,67.48,0.73
LAMPHUN,2015-12,53,22.57,68.14,1.19
LAMPHUN,2016-01,29,20.27,56.37,1.73
LAMPHUN,2016-02,8,22.46,51.69,0.35
LAMPHUN,2016-03,17,27.66,45.96,0.01
LAMPHUN,2016-04,16,31.06,44.86,0.96
LAMPHUN,2016-05,16,29.37,59.01,2.98
LAMPHUN,2016-06,32,25.65,80.06,5.57
LAMPHUN,2016-07,72,25.22,81.95,6.33
LAMPHUN,2016-08,102,24.82,83.12,4.92
LAMPHUN,2016-09,47,24.47,87.73,6.96
LAMPHUN,2016-10,16,24.4,86.41,6.37
LAMPHUN,2016-11,7,22.46,85.07,1.79
LAMPHUN,2016-12,5,20.7,79.12,0.1
LAMPHUN,2017-01,3,21.46,76.15,1.39
LAMPHUN,2017-02,2,23.39,54.15,0.0
LAMPHUN,2017-03,6,26.61,49.09,1.1
LAMPHUN,2017-04,7,27.42,64.4,3.29
LAMPHUN,2017-05,17,26.39,80.42,9.38
LAMPHUN,2017-06,16,25.2,82.95,4.25
LAMPHUN,2017-07,50,24.51,85.16,8.05
LAMPHUN,2017-08,56,24.63,85.48,8.12
LAMPHUN,2017-09,12,25.03,86.75,7.06
LAMPHUN,2017-10,12,23.61,88.98,7.01
LAMPHUN,2017-11,11,21.59,87.63,0.69
LAMPHUN,2017-12,4,19.12,84.02,0.68
LAMPHUN,2018-01,0,20.07,77.51,0.37
LAMPHUN,2018-02,3,22.03,70.22,0.45
LAMPHUN,2018-03,10,25.77,56.49,0.34
LAMPHUN,2018-04,20,27.03,64.42,2.92
LAMPHUN,2018-05,36,25.76,80.36,7.92
LAMPHUN,2018-06,35,24.78,82.95,5.62
LAMPHUN,2018-07,33,24.7,83.32,5.74
LAMPHUN,2018-08,21,24.34,84.68,3.84
LAMPHUN,2018-09,20,24.9,84.06,4.68
LAMPHUN,2018-10,4,24.08,85.87,4.83
LAMPHUN,2018-11,16,23.12,79.21,0.6
LAMPHUN,2018-12,7,22.03,74.88,0.45
LAMPHUN,2019-01,2,22.21,69.68,0.82
LAMPHUN,2019-02,4,24.91,48.98,0.15
LAMPHUN,2019-03,6,27.39,44.83,0.12
LAMPHUN,2019-04,3,30.92,42.01,0.45
LAMPHUN,2019-05,3,28.57,67.41,4.63
LAMPHUN,2019-06,19,26.54,77.32,3.23
LAMPHUN,2019-07,31,25.88,74.11,3.2
LAMPHUN,2019-08,53,24.76,85.58,12.25
LAMPHUN,2019-09,97,24.65,84.38,6.73
LAMPHUN,2019-10,36,24.49,83.46,3.75
LAMPHUN,2019-11,14,22.55,80.0,0.68
LAMPHUN,2019-12,2,19.89,68.58,0.14
LAMPHUN,2020-01,6,22.82,55.01,0.0
LAMPHUN,2020-02,5,24.44,48.3,0.0
LAMPHUN,2020-03,2,27.65,42.39,0.05
LAMPHUN,2020-04,5,28.74,49.21,2.68
LAMPHUN,2020-05,8,28.39,66.48,2.81
LAMPHUN,2020-06,16,26.16,79.87,4.99
LAMPHUN,2020-07,25,26.24,77.87,3.19
LAMPHUN,2020-08,35,24.65,85.49,9.57
LAMPHUN,2020-09,14,25.04,86.73,6.5
LAMPHUN,2020-10,13,23.4,86.88,4.48
LAMPHUN,2020-11,10,22.63,80.78,0.2
LAMPHUN,2020-12,3,20.88,71.32,0.0
LAMPHUN,2021-01,2,20.99,62.55,0.17
LAMPHUN,2021-02,2,23.88,55.37,0.61
LAMPHUN,2021-03,0,28.06,43.39,0.18
LAMPHUN,2021-04,0,25.85,74.55,7.59
LAMPHUN,2021-05,0,26.78,76.38,2.86
LAMPHUN,2021-06,4,25.66,78.85,3.6
LAMPHUN,2021-07,1,25.08,83.8,9.28
LAMPHUN,2021-08,0,24.94,84.72,6.87
LAMPHUN,2021-09,0,24.41,88.01,11.96
LAMPHUN,2021-10,0,23.67,88.13,7.91
LAMPHUN,2021-11,0,22.39,85.78,1.08
LAMPHUN,2021-12,0,18.77,81.31,0.01
LAMPHUN,2022-01,0,20.1,77.88,0.68
LAMPHUN,2022-02,0,20.33,75.8,1.86
LAMPHUN,2022-03,0,25.94,71.19,1.3
LAMPHUN,2022-04,2,26.71,66.79,3.01
LAMPHUN,2022-05,3,24.68,83.33,9.15
LAMPHUN,2022-06,6,25.11,82.04,2.3
LAMPHUN,2022-07,9,25.44,83.28,6.58
LAMPHUN,2022-08,9,24.62,86.68,8.32
LAMPHUN,2022-09,5,24.4,87.96,12.73
LAMPHUN,2022-10,7,23.27,86.15,3.57
LAMPHUN,2022-11,4,22.83,85.24,1.28
LAMPHUN,2022-12,0,20.21,83.95,0.71
LOEI,2015-01,0,20.35,59.95,0.33
LOEI,2015-02,1,24.15,60.08,1.14
LOEI,2015-03,7,29.18,51.4,0.99
LOEI,2015-04,7,29.7,50.86,2.98
LOEI,2015-05,57,30.28,61.24,1.94
LOEI,2015-06,115,28.78,67.79,2.17
LOEI,2015-07,117,27.49,74.35,5.78
LOEI,2015-08,150,26.52,80.99,3.64
LOEI,2015-09,101,26.22,84.64,6.06
LOEI,2015-10,94,24.9,82.24,3.02
LOEI,2015-11,82,25.32,74.19,0.83
LOEI,2015-12,20,22.73,66.02,0.49
LOEI,2016-01,14,22.13,59.56,1.18
LOEI,2016-02,21,21.9,48.28,0.0
LOEI,2016-03,30,29.18,38.37,0.13
