region,year,month,dengue_cases,temperature,humidity,rainfall
Dong Nai,1999,9,0.0,25.63688090909091,0.5517438315690509,1.03979232583449
Dong Nai,1999,10,0.0,26.069808181818185,0.9971996073706602,1.0729345799931755
Dong Nai,1999,11,0.0,27.019270000000002,1.4809115947406075,1.6391995198897682
Dong Nai,1999,12,0.0,27.230286363636363,1.1899706879972998,2.622376846953887
Dong Nai,2000,1,0.0,26.710097272727275,0.6797276941380553,5.612831626256758
Dong Nai,2000,2,0.0,25.77405090909091,0.3705867035377116,8.652639702301137
Dong Nai,2000,3,0.0,25.583801818181822,-0.009250121627170125,9.556872727857396
Dong Nai,2000,4,0.0,25.572474545454543,0.34833229889492473,11.548541274599053
Dong Nai,2000,5,0.0,25.676289090909094,-0.140571247429274,11.24326850880276
Dong Nai,2000,6,0.0,24.961027272727275,0.25839698408612166,11.682641396129673
Dong Nai,2000,7,0.0,25.354294545454547,0.8766985061907998,9.195357116616586
Dong Nai,2000,8,0.0,24.92903090909091,0.6466456972098138,3.753197718073021
Dong Nai,2000,9,23.0,25.029987272727272,1.1388195785782314,1.694693050177937
Dong Nai,2000,10,43.0,25.982686363636365,1.0316004099953189,0.17873531098964376
Dong Nai,2000,11,30.0,27.053034545454544,1.3016154166880778,1.348020164269573
Dong Nai,2000,12,165.0,27.88917181818182,0.9174368772464568,2.214271813334728
Dong Nai,2001,1,70.0,27.31396727272727,0.008295902753481759,4.418536438606679
Dong Nai,2001,2,165.0,25.972577272727275,0.47359073116680894,9.436612440781165
Dong Nai,2001,3,153.0,26.06933,0.06215044640066428,10.346050628206948
Dong Nai,2001,4,0.0,25.673626363636366,0.1236145947875731,11.632762849330893
Dong Nai,2001,5,133.0,26.029911818181816,0.26363761565015387,12.329434044659136
Dong Nai,2001,6,0.0,25.50094181818182,-0.8304788020744588,8.8496170938015
Dong Nai,2001,7,0.0,24.720423636363638,-0.5178598137864832,5.849697754125703
Dong Nai,2001,8,120.0,25.526528181818183,-0.5405176501024029,2.3291282017122614
Dong Nai,2001,9,65.0,26.131428181818183,-1.3461225281337528,0.28939233842803247
Dong Nai,2001,10,50.0,26.823421818181817,-1.8833660549385647,0.052412792063643604
Dong Nai,2001,11,77.0,27.946415454545456,-1.7550990882474018,0.08458812871222926
Dong Nai,2001,12,287.0,28.962214545454547,-1.60688820685316,0.675945751812501
Dong Nai,2002,1,185.0,28.65825818181818,-1.743392193332251,2.3492945262908247
Dong Nai,2002,2,287.0,26.428896363636362,-0.13383698900861457,8.227152199569076
Dong Nai,2002,3,441.0,26.713816363636365,-0.2375680478764604,9.835387580096723
Dong Nai,2002,4,491.0,25.629897272727273,-1.2855842272740843,8.128895508972084
Dong Nai,2002,5,441.0,25.550981818181814,-0.48661339842802653,9.917947400191972
Dong Nai,2002,6,297.0,25.679568181818183,-0.12846446138254805,10.293968932025804
Dong Nai,2002,7,245.0,25.340825454545453,0.09241708669286726,6.979839781045229
Dong Nai,2002,8,170.0,25.736267272727275,0.5778130785945771,3.3480137459595087
Dong Nai,2002,9,126.0,25.014153636363634,0.4533611113029881,1.5723715770780635
Dong Nai,2002,10,103.0,26.975634545454547,-0.6408951809765445,0.0899489258449777
Dong Nai,2002,11,58.0,28.21629909090909,-0.9277329752866172,0.2721707693951393
Dong Nai,2002,12,150.0,29.055009090909092,-1.1688894712235167,0.7070136763848661
Dong Nai,2003,1,83.0,26.77906181818182,0.16580626696005998,6.468827991656401
Dong Nai,2003,2,150.0,26.306055454545454,0.316206178766207,8.888807592236175
Dong Nai,2003,3,184.0,25.762112727272726,-0.7899087793081455,7.557736159386957
Dong Nai,2003,4,244.0,25.929167272727273,-0.9544009055044017,8.188489697534926
Dong Nai,2003,5,197.0,25.464803636363637,-0.07274849270177539,11.471503350714386
